label,confidence,bbox,lat,lon,frame
pothole,0.3413136899471283,"(540, 828, 812, 958)",23.023081466170517,72.57115871158922,0
pothole,0.3174210786819458,"(641, 795, 793, 863)",23.023081466170517,72.57115871158922,0
